"Number","Name","Type1","Type2","Male","Female","WeightClass","Size","BaseHP","BaseAtk","BaseDef","BaseSpAtk","BaseSpDef","BaseSpeed","NumberEvols","Capabilities","Skills","MinimumLevel"
666,"Vivillon",1,8,50,50,1,"Medium",8,5,5,9,5,9,0,"Overland 3, Swim 1, Sky 8, Jump 1/2, Power 1, Intelligence 4, Naturewalk (Grassland, Forest), Threaded, Wallclimber","Athl 3d6, Acro 4d6+2, Combat 2d6, Stealth 2d6, Percep 5d6+2, Focus 4d6",10
667,"Litleo",7,13,50,50,1,"Small",6,5,6,7,5,7,1,"Overland 5, Swim 2, Jump 1/2, Power 2, Intelligence 3, Firestarter, Tracker, Underdog","Athl 3d6+2, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 3d6+1",1
668,"Pyroar",7,13,50,50,4,"Medium",9,7,7,11,7,11,0,"Overland 7, Swim 4, Jump 2/2, Power 6, Intelligence 4, Firestarter, Pack Mon, Tracker, Mountable 1","Athl 5d6+2, Acro 3d6, Combat 5d6+2, Stealth 2d6, Percep 3d6, Focus 4d6+1",35
669,"Flabebe",5,0,0,100,1,"Small",4,4,4,6,8,4,2,"Overland 2, Swim 2, Levitate 4, Jump 0/1, Power 1, Intelligence 4, Alluring, Naturewalk (Grassland, Forest), Underdog","Athl 1d6, Acro 3d6, Combat 1d6, Stealth 3d6+2, Percep 3d6, Focus 2d6+2",1
670,"Floette",5,0,0,100,1,"Small",5,5,5,8,10,5,1,"Overland 2, Swim 2, Levitate 6, Jump 0/1, Power 1, Intelligence 5, Alluring, Naturewalk (Grassland, Forest), Underdog","Athl 2d6, Acro 4d6+1, Combat 1d6, Stealth 3d6+2, Percep 3d6, Focus 4d6+2",15
671,"Florges",5,0,0,100,1,"Medium",8,7,7,11,15,8,0,"Overland 4, Swim 2, Levitate 6, Jump 1/2, Power 2, Intelligence 6, Alluring, Naturewalk (Grassland, Forest)","Athl 3d6, Acro 4d6+1, Combat 3d6, Stealth 3d6, Percep 4d6, Focus 5d6+2",15
672,"Skiddo",10,0,50,50,3,"Small",7,7,5,6,6,5,1,"Overland 6, Swim 3, Jump 2/3, Power 3, Intelligence 4, Naturewalk (Grassland, Forest), Underdog, Mountable 1","Athl 3d6+2, Acro 3d6, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
673,"Gogoat",10,0,50,50,4,"Large",12,10,6,10,8,7,0,"Overland 8, Swim 5, Jump 3/4, Power 6, Intelligence 5, Naturewalk (Grassland, Forest), Milk Collection, Mountable 2","Athl 6d6+2, Acro 4d6+2, Combat 4d6, Stealth 2d6, Percep 3d6, Focus 3d6",30
674,"Pancham",6,0,50,50,1,"Small",7,8,6,5,5,4,1,"Overland 4, Swim 2, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 3d6+1, Acro 2d6, Combat 3d6+1, Stealth 3d6, Percep 2d6, Focus 2d6",1
675,"Pangoro",6,2,50,50,5,"Large",9,12,8,7,7,6,0,"Overland 6, Swim 3, Jump 1/2, Power 9, Intelligence 4","Athl 5d6+1, Acro 3d6, Combat 5d6+1, Stealth 2d6, Percep 3d6, Focus 4d6",30
676,"Furfrou",13,0,50,50,3,"Medium",8,8,6,7,9,10,0,"Overland 6, Swim 4, Jump 1/2, Power 4, Intelligence 4, Tracker","Athl 4d6+2, Acro 3d6, Combat 4d6, Stealth 2d6, Percep 4d6, Focus 4d6",1
677,"Espurr",15,0,50,50,1,"Small",6,5,5,6,6,7,1,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 4, Telekinesis, Telepath, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 4d6, Focus 3d6",1
678,"Meowstic",15,0,50,50,1,"Small",7,5,8,8,8,10,0,"Overland 7, Swim 4, Jump 1/2, Power 2, Intelligence 5, Telekinesis, Telepath","Athl 3d6, Acro 3d6+1, Combat 3d6, Stealth 4d6, Percep 5d6, Focus 4d6+2",25
679,"Honedge",17,9,50,50,1,"Small",5,8,10,4,4,3,2,"Overland 1, Swim 2, Levitate 4, Jump 0/1, Power 2, Intelligence 4, Phasing, Invisibility, Dead Silent, Living Weapon, Underdog","Athl 1d6, Acro 3d6+1, Combat 3d6+2, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
680,"Doublade",17,9,50,50,1,"Small",6,11,15,5,5,4,1,"Overland 1, Swim 2, Levitate 6, Jump 0/1, Power 2, Intelligence 4, Phasing, Invisibility, Dead Silent, Living Weapon","Athl 2d6, Acro 3d6+1, Combat 5d6, Stealth 3d6+2, Percep 3d6, Focus 3d6",35
681,"Aegislash",17,9,50,50,4,"Medium",6,5,15,5,15,6,0,"Overland 1, Swim 2, Levitate 6, Jump 1/2, Power 5, Intelligence 4, Phasing, Invisibility, Dead Silent, Living Weapon","Athl 2d6, Acro 4d6+2, Combat 6d6+2, Stealth 3d6+2, Percep 4d6, Focus 4d6",35
682,"Spritzee",5,0,50,50,1,"Small",8,5,6,6,7,2,1,"Overland 2, Swim 2, Sky 4, Jump 0/1, Power 1, Intelligence 3, Alluring, Underdog","Athl 2d6, Acro 3d6+1, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6",1
683,"Aromatisse",5,0,50,50,2,"Small",10,7,7,10,9,3,0,"Overland 4, Swim 2, Sky 6, Jump 1/1, Power 2, Intelligence 4, Alluring","Athl 4d6, Acro 4d6+2, Combat 3d6, Stealth 3d6, Percep 4d6+2, Focus 4d6+1",20
684,"Swirlix",5,0,50,50,1,"Small",6,5,7,6,6,5,1,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 3, Alluring, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6+2, Focus 3d6+1",1
685,"Slurpuff",5,0,50,50,1,"Small",8,8,9,9,8,7,0,"Overland 7, Swim 3, Jump 1/2, Power 2, Intelligence 4, Alluring","Athl 3d6, Acro 3d6, Combat 3d6, Stealth 3d6, Percep 5d6+2, Focus 5d6",20
686,"Inkay",2,15,50,50,1,"Small",5,5,5,4,5,5,1,"Overland 1, Swim 5, Levitate 4, Jump 0/1, Power 1, Intelligence 4, Gilled, Glow, Mindlock, Telekinetic, Telepath, Underdog","Athl 2d6, Acro 2d6+1, Combat 2d6, Stealth 3d6+1, Percep 3d6, Focus 4d6",1
687,"Malamar",2,15,50,50,3,"Medium",9,9,9,7,8,7,0,"Overland 1, Swim 5, Levitate 6, Jump 0/1, Power 1, Intelligence 4, Gilled, Glow, Mindlock, Telekinetic, Telepath","Athl 3d6, Acro 2d6, Combat 4d6+2, Stealth 3d6+1, Percep 4d6, Focus 6d6+2",30
688,"Binacle",16,18,50,50,3,"Small",4,5,7,4,6,5,1,"Overland 2, Swim 4, Jump 1/1, Power 2, Intelligence 3, Gilled, Fountain, Underdog","Athl 2d6, Acro 1d6-1, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 3d6",1
689,"Barbaracle",16,18,50,50,4,"Medium",7,11,12,5,9,7,0,"Overland 5, Swim 5, Jump 2/2, Power 6, Intelligence 4, Gilled, Fountain","Athl 5d6, Acro 2d6, Combat 4d6+2, Stealth 2d6, Percep 4d6+1, Focus 4d6",35
690,"Skrelp",14,18,50,50,1,"Small",5,6,6,6,6,3,1,"Overland 2, Swim 5, Jump 0/1, Power 1, Intelligence 3, Fountain, Gilled, Stealth, Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 3d6, Focus 3d6",1
691,"Dragalge",14,3,50,50,4,"Large",7,8,9,10,12,4,0,"Overland 3, Swim 6, Jump 1/1, Power 6, Intelligence 4, Fountain, Gilled, Stealth, Mountable 1","Athl 4d6, Acro 2d6, Combat 4d6, Stealth 5d6+2, Percep 4d6, Focus 3d6+2",35
692,"Clauncher",18,0,50,50,1,"Small",5,5,6,6,6,4,1,"Overland 3, Swim 4, Jump 1/1, Power 2, Intelligence 3, Gilled, Fountain, Underdog","Athl 2d6, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 3d6+3, Focus 3d6+1",1
693,"Clawitzer",18,0,50,50,3,"Medium",7,7,9,12,9,6,0,"Overland 3, Swim 6, Jump 1/1, Power 4, Intelligence 3, Gilled, Fountain","Athl 4d6, Acro 3d6, Combat 4d6, Stealth 2d6, Percep 5d6+3, Focus 3d6+1",35
694,"Helioptile",4,13,50,50,1,"Small",4,4,3,6,4,7,1,"Overland 5, Swim 3, Jump 1/1, Power 1, Intelligence 3, Zapper, Underdog","Athl 3d6, Acro 3d6+1, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
695,"Heliolisk",4,13,50,50,2,"Medium",6,6,5,11,9,11,0,"Overland 8, Swim 4, Jump 2/2, Power 3, Intelligence 4, Zapper","Athl 4d6, Acro 5d6+1, Combat 3d6, Stealth 3d6, Percep 3d6, Focus 3d6",1
696,"Tyrunt",16,3,87.5,12.5,1,"Small",6,9,8,5,5,5,1,"Overland 5, Swim 3, Jump 1/1, Power 3, Intelligence 2, Underdog","Athl 3d6, Acro 3d6, Combat 3d6+2, Stealth 2d6, Percep 2d6, Focus 1d6",1
697,"Tyrantrum",16,3,87.5,12.5,6,"Huge",8,12,12,7,6,7,0,"Overland 7, Swim 4, Jump 1/2, Power 10, Intelligence 3, Mountable 2","Athl 6d6+2, Acro 3d6, Combat 5d6+2, Stealth 1d6-1, Percep 2d6, Focus 2d6",35
698,"Amaura",16,12,87.5,12.5,3,"Medium",8,6,5,7,6,5,1,"Overland 5, Swim 3, Jump 1/1, Power 2, Intelligence 3, Chilled, Freezer, Naturewalk (Tundra), Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6+1, Focus 2d6",1
699,"Aurorus",16,12,87.5,12.5,6,"Huge",12,8,7,10,9,6,0,"Overland 6, Swim 3, Jump 1/1, Power 8, Intelligence 4, Freezer, Naturewalk (Tundra), Mountable 2","Athl 5d6, Acro 2d6, Combat 3d6, Stealth 3d6, Percep 4d6+1, Focus 4d6",35
700,"Sylveon",5,0,50,50,2,"Medium",10,7,7,11,13,6,0,"Overland 6, Swim 4, Jump 1/2, Power 3, Intelligence 4, Tracker","Athl 3d6+2, Acro 3d6+1, Combat 3d6+1, Stealth 3d6+2, Percep 5d6+2, Focus 5d6+2",1
701,"Hawlucha",6,8,50,50,2,"Small",8,9,8,7,6,12,0,"Overland 3, Swim 2, Sky 8, Jump 2/3, Power 4, Intelligence 4, Guster","Athl 4d6, Acro 4d6, Combat 5d6+3, Stealth 2d6, Percep 4d6+2, Focus 3d6",1
702,"Dedenne",4,5,50,50,1,"Small",7,6,6,8,7,10,0,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 4, Zapper, Underdog","Athl 3d6, Acro 3d6+1, Combat 3d6, Stealth 4d6, Percep 4d6+2, Focus 2d6",1
703,"Carbink",16,5,0,0,1,"Small",5,5,15,5,15,5,0,"Overland 2, Swim 2, Levitate 5, Burrow 5, Jump 0/1, Power 1, Intelligence 4, Materializer","Athl 1d6, Acro 3d6, Combat 2d6, Stealth 4d6, Percep 4d6+1, Focus 4d6+2",1
704,"Goomy",3,0,50,50,1,"Small",5,5,4,6,8,4,2,"Overland 4, Swim 2, Jump 0/0, Power 1, Intelligence 3, Amorphous, Underdog","Athl 2d6, Acro 1d6, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 3d6",1
705,"Sliggoo",3,0,50,50,2,"Small",7,8,5,8,11,6,1,"Overland 5, Swim 3, Jump 0/1, Power 2, Intelligence 4, Amorphous, Blindsense, Underdog","Athl 3d6, Acro 1d6, Combat 3d6, Stealth 4d6+2, Percep 3d6, Focus 3d6",40
706,"Goodra",3,0,50,50,5,"Large",9,10,7,11,15,8,0,"Overland 7, Swim 4, Jump 2/2, Power 8, Intelligence 5, Amorphous","Athl 5d6+2, Acro 3d6, Combat 4d6, Stealth 2d6, Percep 4d6, Focus 4d6+2",50
707,"Klefki",17,5,50,50,1,"Small",6,8,9,8,9,8,0,"Overland 1, Swim 1, Levitate 6, Jump 0/1, Power 1, Intelligence 4, Dead Silent","Athl 2d6, Acro 4d6+3, Combat 3d6, Stealth 5d6+2, Percep 4d6, Focus 3d6",1
708,"Phantump",9,10,50,50,1,"Small",4,7,5,5,7,4,1,"Overland 2, Swim 2, Levitate 5, Jump 0/1, Power 1, Intelligence 4, Naturewalk (Grassland, Forest), Phasing, Invisibility, Dead Silent, Underdog","Athl 2d6, Acro 3d6+1, Combat 2d6, Stealth 3d6+2, Percep 3d6, Focus 2d6",1
709,"Trevenant",9,10,50,50,4,"Large",9,11,8,7,8,6,0,"Overland 6, Swim 3, Jump 1/2, Power 6, Intelligence 4, Naturewalk (Grassland, Forest), Phasing, Invisibility","Athl 4d6+1, Acro 2d6, Combat 4d6, Stealth 4d6+3, Percep 3d6+2, Focus 4d6+2",25
710,"Pumpkaboo",9,10,50,50,2,"Small",5,7,7,4,5,5,1,"Overland 2, Swim 2, Levitate 5, Jump 0/1, Power 1, Intelligence 4, Naturewalk (Grassland, Forest), Phasing, Invisibility, Dead Silent, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 3d6+2, Focus 3d6",1
711,"Gourgeist",9,10,50,50,1,"Small",7,9,12,6,8,8,0,"Overland 3, Swim 3, Levitate 6, Jump 2/2, Power 3, Intelligence 4, Naturewalk (Grassland, Forest), Phasing, Invisibility, Dead Silent","Athl 4d6, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 5d6+2, Focus 3d6",25
712,"Bergmite",12,0,50,50,4,"Small",6,7,9,3,4,3,1,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 3, Freezer, Naturewalk (Tundra), Underdog","Athl 3d6+1, Acro 1d6, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 3d6",1
713,"Avalugg",12,0,50,50,6,"Huge",10,12,18,4,5,3,0,"Overland 6, Swim 3, Jump 0/1, Power 8, Intelligence 4, Freezer, Naturewalk (Tundra), Mountable 3","Athl 6d6+2, Acro 1d6, Combat 4d6, Stealth 3d6+1, Percep 3d6, Focus 4d6",35
714,"Noibat",8,3,50,50,1,"Small",4,3,4,5,4,6,1,"Overland 2, Swim 2, Sky 5, Jump 1/1, Power 1, Intelligence 3, Darkvision, Underdog","Athl 2d6, Acro 4d6, Combat 3d6, Stealth 3d6+2, Percep 3d6+2, Focus 2d6",1
715,"Noivern",8,3,50,50,4,"Large",9,7,8,10,8,12,0,"Overland 4, Swim 3, Sky 8, Jump 2/2, Power 6, Intelligence 4, Darkvision, Mountable 1","Athl 4d6, Acro 6d6+2, Combat 4d6, Stealth 4d6+2, Percep 4d6+2, Focus 3d6",35
716,"Xerneas",5,0,0,0,6,"Huge",13,13,10,13,10,10,0,"Overland 8, Swim 5, Jump 3/4, Power 9, Intelligence 5, Naturewalk (Grassland, Forest), Sprouter, Telepath, Mountable 2","Athl 5d6+2, Acro 4d6, Combat 4d6+2, Stealth 3d6, Percep 4d6, Focus 6d6+2",1
717,"Yveltal",2,8,0,0,6,"Huge",13,13,10,13,10,10,0,"Overland 5, Swim 5, Sky 8, Jump 2/2, Power 8, Intelligence 5, Guster, Darkvision, Mindlock, Mountable 2","Athl 4d6, Acro 6d6+2, Combat 5d6+2, Stealth 3d6, Percep 4d6+2, Focus 4d6",1
718,"Zygarde",3,11,0,0,6,"Huge",11,10,12,8,10,10,0,"Overland 7, Swim 5, Burrow 9, Jump 2/2, Power 9, Intelligence 5, Darkvision, Groundshaper, Tremorsense, Mountable 4","Athl 4d6+2, Acro 3d6, Combat 4d6, Stealth 4d6+2, Percep 6d6+2, Focus 5d6",1
